Date,ID_Joueur,Temps_Jeu,Victoires,Achats_Objets,Satisfaction,Région,Serveur,Latitude,Longitude
2023-01-27,1688,119.58413596487186,1,100,96.4,,Dégradé,5.339920841960563,-38.3872662171774
2023-01-04,1688,94.0437283844326,2,100,74.3,,Dégradé,-73.61805524300554,82.76070536247806
2023-01-07,1688,,1,0,73.8,SA,Stable,81.91410627762778,121.29376203600725
2023-01-22,1688,104.4609810235047,0,50,91.4,AF,Hors-Ligne,89.00807992594198,101.85082407208972
2023-01-10,1688,66.42776154161211,1,0,66.6,NA,Stable,12.653380517437554,115.60189427397427
2023-01-07,1688,89.89603722602129,1,0,51.1,EU,Stable,75.8969435508844,132.45480022807197
2023-01-21,1688,75.52570453909073,0,100,66.6,NA,Stable,60.359102034339685,-11.405037038356369
2023-01-15,1688,160.3762500953315,4,0,85.8,SA,Hors-Ligne,4.622920216943513,57.33968015225793
2023-01-15,1688,138.55387177164656,1,50,56.2,NA,Stable,21.68540312662705,32.55937318596412
2023-01-04,1688,143.57922296596382,2,0,89.2,SA,Stable,41.238678975292856,-133.9701903282615
2023-01-23,1688,137.66495854625842,0,50,90.8,NA,Stable,-30.32807986748319,-93.96173000466473
2023-01-23,1950,125.0090287000249,3,0,55.0,SA,Stable,-34.26809470994648,-118.15658261891315
2023-01-06,1950,163.8204099638741,2,50,54.9,AS,Stable,59.169525541323736,53.695366417721374
2023-01-24,1950,101.67712032804788,2,0,59.9,NA,Stable,-56.030397538838265,130.7633216483656
2023-01-20,1950,123.20008966101135,1,0,67.8,AS,Stable,-47.45745416131213,93.00436203821772
2023-01-26,1950,142.4117648347237,1,100,76.6,OC,Stable,16.614886133982665,-44.199335785516155
2023-01-05,1950,80.36372304431613,1,50,74.3,OC,Stable,-18.47120044670372,56.92121554064758
2023-01-20,1950,212.89766688427648,2,100,,OC,Stable,-66.39095862983419,-32.416812507423515
2023-01-12,1950,120.85697288332759,2,0,57.1,NA,Dégradé,87.10169660289037,-81.18316790232076
2023-01-01,1950,124.25968351726779,0,0,84.9,OC,Stable,-4.811756134280813,141.6767157916268
2023-01-28,1950,157.70634095024764,3,0,77.4,AS,Stable,89.80845599808816,-106.30486450417823
2023-01-08,1950,147.4486599903067,3,0,86.8,AS,Stable,-8.755362284790365,48.39245501166522
2023-01-01,1950,,1,50,67.1,AF,Stable,51.328081876466484,90.23017068831871
2023-01-05,1950,123.90388314294125,0,100,73.6,AF,Stable,36.70053877282356,42.676806718890816
2023-01-22,1950,74.87554407156063,2,200,51.4,AF,Stable,-31.28427840659809,-136.7628101306925
2023-01-06,1950,103.3060266645007,1,0,55.8,OC,Dégradé,-75.00737269634678,-82.94094701001204
2023-01-29,1950,135.51630648476882,2,0,68.7,OC,Stable,-62.69237838793508,-174.75103537139375
2023-01-21,1950,,2,100,74.1,EU,Stable,-83.11264504294019,93.12571778628029
2023-01-03,1950,156.63497250012261,0,50,54.3,EU,Stable,28.281459610377723,-113.3737838483733
2023-01-15,1950,116.38496825330026,1,100,91.2,NA,Stable,-78.19989887603043,128.23497498484113
2023-01-05,1950,78.38140459707401,1,50,97.3,,Stable,-36.70482344613595,-120.433765995804
2023-01-28,1950,151.70191292327033,3,100,79.8,AS,Dégradé,-69.37090805719292,-46.14834796244173
2023-01-24,1950,163.0826803854605,0,0,52.7,AS,Stable,15.037912089168643,-128.8196826941939
2023-01-14,1950,146.94733718568688,0,50,,NA,Stable,36.275869811360266,11.788060144640951
2023-01-18,1950,115.09098987427525,2,0,60.9,NA,Stable,-9.805119209522658,33.76431122165346
2023-01-16,1950,151.33158155629738,0,50,86.7,SA,Stable,82.4245981349367,-97.74184189006857
2023-01-06,1950,222.86731434024642,1,50,71.7,EU,Stable,-41.58078031811606,-33.38295795887055
2023-01-25,1950,123.45456943321427,1,0,52.7,SA,Stable,88.58838461731611,-137.8389787836187
2023-01-24,1950,80.64789923264627,1,0,63.9,OC,Stable,15.320778696057616,103.61860456673162
2023-01-14,1950,102.41144851343545,1,0,71.4,,Stable,64.87386686615218,103.16269964444797
2023-01-27,1950,138.76428000912153,1,0,86.8,AF,Stable,-68.40225099725184,-86.94772092992135
2023-01-24,1418,71.85587067305812,4,0,,,Stable,87.05963391538145,-84.87676246981282
2023-01-08,1418,125.08209224736208,0,0,64.4,NA,Stable,45.90901631028558,39.47474598295307
2023-01-29,1418,131.41009950947648,1,0,54.2,,Stable,17.034017832775916,39.23774056899765
2023-01-07,1418,166.05365219437957,1,0,80.8,SA,Stable,-89.12461633023827,83.99716384832021
2023-01-08,1418,159.30584568162902,1,0,73.7,OC,Stable,-89.24136460848035,-145.24977088648143
2023-01-13,1418,145.93754375255313,1,0,96.5,OC,Stable,-59.59742846382476,61.9268299051885
2023-01-06,1418,55.11962968456412,0,0,87.0,NA,Dégradé,-16.702999962760614,84.7833841911214
2023-01-18,1418,147.63159384143776,3,50,88.9,EU,Stable,-36.737118942019336,-79.59487903614273
2023-01-02,1418,141.1654015818074,1,50,58.2,NA,Stable,62.95335302742188,-87.05479188646845
2023-01-08,1418,127.6783313123504,1,500,63.3,NA,Stable,45.254950322109835,59.26278810230144
2023-01-11,1418,68.09333621563543,1,0,75.7,,Stable,70.54757069866463,-138.03089523706203
2023-01-01,1418,96.69678272438819,0,100,50.7,EU,Stable,-22.690907538508284,14.968217716310363
2023-01-22,1418,84.995316913978,0,0,93.5,NA,Stable,51.61510908899072,0.6777589676175921
2023-01-29,1418,59.549746814787284,0,0,88.9,EU,Dégradé,61.69176526878559,62.11840975608163
2023-01-06,1418,119.91254545755616,0,0,52.9,AS,Stable,89.47629582019829,38.22041555973033
2023-01-16,1418,96.06533635671661,0,0,92.5,OC,Stable,49.855337098417124,113.16696252364812
2023-01-27,1418,198.75916740806736,1,0,50.2,OC,Hors-Ligne,64.55757702296816,-158.08736511292187
2023-01-20,1418,114.93684181686271,1,50,55.7,SA,Dégradé,-35.30215325168104,52.797122297536504
2023-01-12,1418,158.8125946759788,1,100,52.8,NA,Stable,30.567843307189804,78.34344783072243
2023-01-11,1418,72.92702925920327,0,500,74.0,,Stable,29.087013567611876,105.28663677291348
2023-01-29,1418,104.0973124198539,3,50,89.2,OC,Stable,15.014073260713033,-46.73594032021839
2023-01-27,1418,122.90693628102943,2,50,58.9,OC,Stable,83.41159765968669,-74.71671009900562
2023-01-29,1418,92.75538154176989,4,0,88.6,EU,Stable,-14.874188923489456,59.25823429322787
2023-01-10,1418,107.33397945585767,1,100,59.2,EU,Stable,66.23250409602093,5.412521535855348
2023-01-03,1418,113.46147281269384,1,50,99.5,,Stable,-79.92743329445432,-44.52147679562913
2023-01-13,1418,112.98276043665317,0,0,92.7,,Hors-Ligne,-16.26776317088668,88.22693321902977
2023-01-27,1418,175.65355719106037,2,50,86.9,EU,Stable,-76.87127959557131,-6.810757941810294
2023-01-03,1418,131.3467885629453,0,0,79.6,OC,Stable,16.936404223209166,-15.13325409381872
2023-01-15,1418,134.3853168882391,1,0,62.1,SA,Stable,16.626493359836957,-50.92823783577782
2023-01-16,1418,136.18964323035212,1,100,56.0,OC,Stable,-27.591748394493756,-162.334231623377
2023-01-29,1700,138.37879132011338,1,50,73.0,AF,Dégradé,73.10012546982443,120.09013623448243
2023-01-13,1700,117.51339048375404,1,200,70.1,AF,Stable,-60.754487449171755,-56.612494658868
2023-01-17,1700,110.37760885563462,0,100,83.7,NA,Stable,-6.431299845409228,-22.83658289254319
2023-01-03,1700,125.00448178554832,1,0,58.5,OC,Stable,16.2106436203955,-137.4901408735668
2023-01-20,1700,154.7041184674042,3,0,78.1,NA,Stable,-54.314952245890204,40.94429759536243
2023-01-11,1700,153.7871456530915,2,0,84.7,SA,Stable,57.475939696676335,34.03399042920833
2023-01-27,1700,112.78804572934767,1,100,64.9,SA,Stable,-7.993017243224713,-70.45552477864088
2023-01-21,1700,143.03531084004334,1,0,89.0,AS,Stable,4.168628900446151,-51.062808365140285
2023-01-19,1700,,0,50,71.6,OC,Stable,-16.841107870041412,89.69966490649523
2023-01-22,1700,,0,0,58.1,EU,Stable,19.088163887909758,12.355645893187216
2023-01-11,1700,105.79429855337408,0,50,59.7,AS,Stable,56.518097292732676,-89.9620997140915
2023-01-30,1700,114.55064583281299,1,0,63.9,,Stable,-29.660323400664815,22.942519524509237
2023-01-28,1700,160.23990208649042,2,0,57.9,AS,Stable,-35.213788751022946,134.9860395254135
2023-01-16,1700,122.77263442017708,1,0,78.1,NA,Stable,74.14104111966424,178.79588335579058
2023-01-21,1700,124.05847525656954,0,0,97.5,AS,Stable,89.8682533596018,-147.39144494634655
2023-01-03,1700,76.58346662226126,1,0,94.8,AF,Stable,-48.994050103204515,-18.8152968736959
2023-01-22,1700,110.72268277101811,0,100,66.2,AF,Stable,-50.93113072676784,-19.11357164075787
2023-01-06,1700,112.76055288765814,2,0,93.2,AS,Stable,-63.36065594987835,159.77702780668812
2023-01-14,1700,95.12569543669784,0,50,97.7,AS,Stable,-37.303049186253766,151.30265545362136
2023-01-24,1700,120.64996235110691,1,200,64.7,AF,Stable,-0.6539523162263379,-18.259483920444552
2023-01-18,1700,107.12453129317038,1,50,95.3,NA,Dégradé,-89.1278860040731,-83.44111724931585
2023-01-17,1700,122.39987565730746,0,0,99.9,SA,Stable,-46.622092013064105,52.14820112361815
2023-01-04,1700,123.64509029456804,0,100,89.9,AS,Stable,64.53690062316596,-136.60373680863023
2023-01-23,1700,91.32736926532067,1,0,69.5,SA,Stable,-67.70612764140326,-106.7531587803021
2023-01-15,1700,108.03894652550431,0,0,,SA,Stable,60.833292069520525,115.92379131000627
2023-01-11,1700,122.321228482825,1,0,68.2,AF,Hors-Ligne,10.797734098864211,121.54193597260218
2023-01-26,1700,155.52898293470176,2,0,99.8,AF,Stable,-42.25608936481546,145.69822954472875
2023-01-03,1700,127.70157518387222,1,50,53.4,AF,Stable,-7.912712372855765,88.41108675292952
2023-01-03,1700,100.14194460247717,1,0,94.7,AF,Stable,-59.241982208271686,-119.92411465164429
2023-01-16,1700,131.97014277731557,3,0,53.7,NA,Dégradé,17.28480780674178,-75.02647872443879
2023-01-05,1438,171.22646667965282,1,0,52.1,SA,Dégradé,-75.28890398515807,-13.347664335857104
2023-01-21,1438,147.50119417767056,4,0,97.0,AF,Stable,19.986290472714643,-64.8986982150058
2023-01-29,1438,136.4257959130686,0,0,93.4,NA,Stable,-4.493530436309115,12.281542297789997
2023-01-10,1438,141.76770526446964,2,0,68.1,AS,Stable,-89.7965435162171,-145.85773214593144
2023-01-19,1438,163.1986212428589,1,0,97.9,EU,Stable,77.22505854540631,162.76172301410577
2023-01-25,1438,152.2688038205298,2,50,93.1,NA,Stable,-84.66678717626218,172.60012860121174
2023-01-04,1438,137.00281143352973,0,50,95.1,AF,Stable,63.33042661389064,-153.60082970484657
2023-01-29,1438,152.05926658770255,0,0,79.8,EU,Stable,-44.0906273978627,-165.4632819742943
2023-01-29,1438,87.55046711207817,0,200,97.9,AS,Stable,86.77257837272938,-4.613696045240459
2023-01-19,1438,74.93204242979157,3,0,,EU,Dégradé,89.94884139802184,-128.35757328251316
2023-01-11,1438,124.71295951931491,1,50,97.0,OC,Stable,-48.00127961646418,-130.07160575361848
2023-01-02,1438,122.06042128951616,3,0,64.1,OC,Stable,-44.617840583147554,-47.654083768117374
2023-01-10,1438,103.68269839460227,0,50,76.6,AF,Stable,62.650504973265896,165.0009621067881
2023-01-29,1438,144.7755800948313,0,0,93.4,AS,Stable,-64.6914624960768,157.24931004018805
2023-01-11,1438,64.11409240646293,0,0,79.0,SA,Stable,-89.3919623913465,154.0366636285924
2023-01-25,1438,,1,0,90.1,SA,Stable,23.382484248364776,-119.41263498651189
2023-01-20,1438,105.45133365367155,2,0,98.7,NA,Stable,-41.05503408087308,-149.39039524167904
2023-01-16,1438,70.91094644701622,1,50,90.2,AF,Stable,-23.614779403294165,-140.33926521052825
2023-01-19,1438,164.8419302180791,3,50,65.8,OC,Stable,-9.448570808203755,32.432586842633555
2023-01-23,1438,79.22396194010031,0,0,55.9,NA,Stable,-42.14837245831127,-57.90575358198403
2023-01-24,1438,102.34979828076942,1,0,63.6,AS,Dégradé,-68.63378703416686,135.10367404581865
2023-01-11,1438,147.23939273415402,2,0,,EU,Stable,37.40530282729358,57.191861409645156
2023-01-14,1438,139.38136030286194,0,0,50.5,AF,Stable,-1.271811348688388,179.32877730123397
2023-01-02,1438,86.7547591054576,0,0,59.5,AF,Stable,48.364694241914066,147.0101091887393
2023-01-23,1438,140.4746762778191,1,0,66.3,OC,Stable,73.22447981915332,25.437449357405825
2023-01-28,1438,128.69353435974665,0,50,93.8,SA,Dégradé,-49.288201594412016,119.28956592370037
2023-01-05,1438,189.99106686334403,3,0,52.6,NA,Stable,71.08266295670967,-122.28940839366578
2023-01-27,1438,132.11821248204913,4,50,52.5,EU,Hors-Ligne,82.18442692362845,129.676488143617
2023-01-05,1438,115.76274536794405,2,50,77.6,SA,Hors-Ligne,-36.42231697774785,77.71322321181287
2023-01-19,1438,94.30494128641732,2,0,58.9,SA,Stable,63.77725538119839,-40.581986454169424
2023-01-21,1311,97.67269899133287,0,0,,AF,Stable,-40.91433078137382,110.53196986337969
2023-01-12,1311,95.22692713595526,0,200,59.2,AS,Stable,60.67080544668187,56.575823023216344
2023-01-18,1311,161.13296441735767,2,0,79.1,SA,Stable,73.29416937724716,-148.7077883692219
2023-01-04,1311,120.53909745049413,1,0,52.8,SA,Stable,84.21406297618859,172.4142635090039
2023-01-22,1311,136.9574137192419,1,100,97.0,,Stable,13.250891974541247,-82.37755439414181
2023-01-17,1311,165.4274279994266,2,0,56.2,EU,Stable,8.467170883666213,17.013521775922214
2023-01-10,1311,49.24607573377605,1,50,97.6,EU,Stable,-71.74942595556391,132.9297215051103
2023-01-20,1311,158.36621294101124,0,0,88.9,SA,Stable,7.102228677633519,-76.06748759763616
2023-01-06,1311,121.66190735350003,2,100,91.4,AF,Stable,61.06074126131256,-96.87493795178474
2023-01-25,1311,133.05145114921334,1,50,58.6,AS,Stable,-88.35498890910605,19.920572189614006
2023-01-14,1311,95.14790334755247,2,0,83.5,SA,Stable,73.57153570346065,-53.33675598903966
2023-01-11,1311,97.34626804654445,1,50,90.9,OC,Stable,13.714278207930633,69.07594756311241
2023-01-11,1311,134.66537669438964,0,50,77.9,OC,Stable,25.63456908101992,-64.15224506407796
2023-01-29,1311,191.53793400994408,0,0,77.6,NA,Stable,41.38197731472695,176.13494983899915
2023-01-18,1311,150.09939938444705,2,200,58.0,OC,Stable,77.12197296297518,-78.1914496893156
2023-01-27,1311,157.96568764255622,1,0,70.7,NA,Stable,34.982782967685566,49.465548028675585
2023-01-23,1311,114.23996189215741,1,100,57.5,NA,Stable,-10.816086171880443,-82.2747378278418
2023-01-22,1311,101.99387326243115,1,0,98.6,NA,Stable,64.57333712770577,-13.884412786058334
2023-01-18,1311,96.57585145263019,1,0,84.2,NA,Stable,81.15579889696241,-75.13381230506366
2023-01-24,1311,105.35178825909937,0,0,52.4,SA,Stable,21.817516877252757,-30.282552384267518
2023-01-23,1311,58.41652700488424,1,0,73.8,,Stable,47.70258051256806,47.49859059047242
2023-01-11,1311,98.25241971325194,0,100,81.9,EU,Dégradé,9.43861423239727,74.08336732474865
2023-01-21,1311,103.1894053182047,1,0,54.8,OC,Stable,-70.01047210691044,-95.15587204542346
2023-01-12,1311,114.73925476815477,1,0,83.2,OC,Stable,19.96480864478805,143.69000002680292
2023-01-05,1311,123.95250329241875,0,0,58.9,OC,Stable,12.56074789032921,-63.99378917353728
2023-01-23,1311,130.8735260587683,1,0,70.4,NA,Stable,0.0563005162336907,-157.7358039266914
2023-01-09,1311,119.5522388267112,1,0,81.3,AS,Stable,11.600355900829726,160.87558815102784
2023-01-27,1311,102.55670740971729,0,0,68.3,EU,Stable,-28.964795917627526,-81.96092470350825
2023-01-25,1311,61.099240702034386,4,200,69.0,AS,Stable,54.259991677179585,178.8321367744012
2023-01-09,1311,102.7407417479462,0,0,92.2,AS,Stable,-46.23987106912205,17.013739861832335
2023-01-22,1535,90.82648086938985,1,100,65.5,OC,Hors-Ligne,-12.229374159837391,125.56913064296413
2023-01-10,1535,133.98200244835812,0,50,82.8,AS,Stable,38.435781492919546,-140.98523866802805
2023-01-22,1535,147.2786219008108,2,0,92.5,SA,Stable,11.21278959317199,18.569782283628427
2023-01-19,1535,148.15713201179818,3,100,57.6,AS,Stable,-66.50932869873607,-173.2598725634924
2023-01-01,1535,142.7085820838346,1,0,52.3,AS,Hors-Ligne,-0.8224331550663067,-43.28228269506275
2023-01-07,1535,115.99422793642535,2,0,,OC,Stable,44.44449478181491,-165.19228076310267
2023-01-04,1535,104.3413330357231,0,0,77.6,AS,Stable,-77.33082516606808,-13.591264487834735
2023-01-01,1535,97.58691738998802,0,0,,NA,Stable,63.299203433693975,76.71057742644354
2023-01-15,1535,74.77503250194749,1,0,60.7,AF,Stable,2.0200445795517794,135.92436712266323
2023-01-08,1535,149.75561101523573,1,50,91.6,EU,Stable,5.089380241704603,59.433235295657596
2023-01-12,1535,114.75866886210076,1,200,54.8,SA,Stable,11.521467134735246,81.06243687742557
2023-01-22,1535,82.60979119137379,1,50,94.2,EU,Stable,-46.158131963661035,-101.59230536494013
2023-01-22,1535,95.20525872869297,1,0,91.1,NA,Stable,-21.46233673645979,-74.55928805130524
2023-01-18,1535,93.99079630702343,2,50,,AS,Stable,30.400774415748543,157.60139009899302
2023-01-15,1535,,0,100,80.4,,Stable,-18.901246551571006,-121.28652275465316
2023-01-17,1535,152.0240355321206,0,0,67.3,EU,Stable,78.81695109181987,176.65285126555085
2023-01-29,1535,109.56031351213251,1,0,60.1,AS,Stable,73.14183195331117,122.5896497846561
2023-01-14,1535,52.42399455649053,1,0,72.8,EU,Stable,-58.320293577211714,108.85409667239378
2023-01-14,1535,114.32458994523239,0,0,82.9,AS,Stable,-54.257783451840474,111.01454472149675
2023-01-18,1535,115.31418299708413,0,50,99.9,OC,Stable,-16.01618849576117,-45.84741403718169
2023-01-20,1535,113.25239307193435,1,50,90.9,AF,Stable,14.96720225850639,105.36965278238205
2023-01-18,1535,101.17616500572895,0,0,71.7,NA,Stable,68.83379051802461,-52.434824108140276
2023-01-16,1535,126.52317242177527,2,50,87.2,EU,Stable,-67.39370909885072,-48.11666537140576
2023-01-01,1535,121.98423345447006,0,50,55.4,SA,Dégradé,53.16713189252951,105.80998856550252
2023-01-23,1535,119.25509057620059,0,50,70.8,NA,Stable,-68.14148247272092,-39.47189356582061
2023-01-27,1535,,1,0,71.2,AF,Stable,9.964434108460523,110.86535633245177
2023-01-11,1535,107.1050153055644,4,0,99.9,,Stable,14.319667430689137,-175.91715309188763
2023-01-15,1535,105.4024299089804,1,0,69.6,AF,Hors-Ligne,83.52222888362101,-118.2221171216413
2023-01-12,1535,161.40369868756198,1,100,54.2,SA,Stable,45.330507410844916,156.02080362190014
2023-01-08,1535,136.78066229146307,0,50,53.4,AS,Stable,40.203854464787156,46.60315126067067
2023-01-22,1168,144.80838182828398,1,0,84.9,AF,Dégradé,-85.4961488975654,-11.498979120615303
2023-01-20,1168,156.78313756002206,0,0,64.5,EU,Stable,46.120656086055334,28.826901720392982
2023-01-30,1168,,1,50,93.4,AF,Dégradé,32.06024121784826,-35.25353804205329
2023-01-06,1168,,1,0,74.1,SA,Stable,32.25273931575407,-132.20929108738312
2023-01-03,1168,72.61964513789219,0,0,66.5,,Dégradé,-80.88124597123881,140.8229354908832
2023-01-28,1168,126.12461615988082,0,0,88.0,NA,Stable,-19.45639190062299,91.47704435923595
2023-01-24,1168,114.51844614557018,2,0,70.9,AF,Stable,-69.3273772096274,71.24660923141576
2023-01-26,1168,170.33052272699427,1,0,86.9,,Stable,74.16445148989544,123.77564965848313
2023-01-30,1168,147.829365954099,2,0,85.7,OC,Stable,-23.96478657455775,88.43801074714543
2023-01-13,1168,101.08664427620461,0,50,86.2,SA,Stable,67.72003197602109,5.695699698927569
2023-01-13,1168,,1,500,92.9,EU,Stable,-32.80696022491963,-130.63427140504334
2023-01-02,1168,125.0304400034772,0,0,92.4,AF,Stable,30.809613077815968,-141.34451138255238
2023-01-05,1168,133.62994299456687,0,0,83.2,EU,Stable,-88.29808253674048,-168.68020047580498
2023-01-17,1168,89.43472591876045,1,0,97.8,AS,Stable,35.57351964878545,-2.9760482191875894
2023-01-06,1168,130.80049395714676,2,0,51.0,SA,Dégradé,35.51027704881179,-122.56673714713061
2023-01-02,1168,113.15545952135297,1,50,96.5,SA,Stable,-65.18989136817414,-81.73408630660886
2023-01-04,1168,,2,0,57.4,OC,Stable,-9.458283848640363,136.0296502404782
2023-01-22,1168,98.2684450463349,1,0,60.6,EU,Stable,32.97867101304962,38.743292349450115
2023-01-26,1168,102.44810485810201,1,50,90.9,NA,Stable,5.5503785159079655,174.75563534729656
2023-01-11,1168,155.21526061100107,2,50,70.0,AS,Dégradé,76.56904960295157,161.988859364645
2023-01-08,1168,88.45357324979517,1,0,71.3,SA,Stable,-52.04574277788189,-20.82967074686195
2023-01-12,1168,,1,0,63.1,AS,Stable,83.71373176330556,56.68500634991216
2023-01-08,1168,118.45256228353266,1,0,61.2,SA,Dégradé,-1.2634188791661956,161.34875235666868
2023-01-11,1168,96.84328874442136,1,0,55.3,AF,Dégradé,89.95559047418698,102.40831880355529
2023-01-22,1168,93.44914103211605,2,0,59.8,SA,Stable,-13.257474971617853,56.110140669540726
2023-01-20,1168,123.15227913624885,0,50,78.3,OC,Dégradé,66.368445640656,33.29763688509894
2023-01-08,1168,74.84802429288885,0,0,85.3,SA,Dégradé,60.505920348275595,15.279231928687125
2023-01-29,1168,89.76113295259086,2,100,86.9,AS,Stable,7.004039956080163,-130.06507204991888
2023-01-08,1168,181.6228674877093,2,50,68.5,AS,Stable,47.28236339750592,-141.78484140485452
2023-01-26,1168,,1,0,96.1,OC,Dégradé,43.703815389273245,-93.37856300371104
2023-01-30,1042,97.60309943190266,0,0,66.4,OC,Stable,-66.11099722588224,26.47288283929663
2023-01-17,1042,132.5464523479859,1,50,55.6,AS,Stable,42.20007909413462,154.9811070189955
2023-01-20,1042,137.01991430959887,0,0,97.3,AS,Stable,40.83755191686947,-38.183340037662845
2023-01-20,1042,149.83243260270714,1,0,77.0,SA,Stable,-12.525320390148892,129.08382367935388
2023-01-23,1042,116.18531911629809,0,0,98.6,EU,Dégradé,-62.33063979727644,-172.11669933897934
2023-01-16,1042,149.29493108318667,1,50,69.7,AS,Stable,-8.781136750416707,86.49604342758488
2023-01-14,1042,,0,0,87.9,NA,Stable,44.44322683289647,-147.77930882359283
2023-01-30,1042,88.3107560857274,1,0,55.5,EU,Stable,68.3323909535867,144.20080426180618
2023-01-11,1042,124.91614205209368,1,200,92.7,NA,Dégradé,-23.588399775641562,-5.8306758339803935
2023-01-07,1042,129.88900598423373,1,50,58.5,EU,Stable,-29.142635188046647,2.718331462180771
2023-01-16,1042,92.64653136994075,0,50,53.4,AS,Dégradé,-54.57751252698636,150.75754449656267
2023-01-13,1042,127.78259973789477,0,50,54.9,OC,Stable,-23.980845003348833,-21.983038212102542
2023-01-27,1042,101.28479253938218,1,0,,OC,Stable,-46.99426580629405,144.93213857059322
2023-01-15,1042,,1,500,64.6,AS,Stable,-29.385350686603275,65.21349033229976
2023-01-24,1042,150.74321401995033,1,0,98.0,EU,Stable,7.298176320061813,-78.2061490836959
2023-01-16,1042,,0,50,92.6,AS,Stable,12.223498988423216,-158.13558455573897
2023-01-27,1042,90.08819017910213,2,0,90.2,EU,Stable,43.47993897737456,145.70465106845631
2023-01-21,1042,88.2824561393969,2,100,90.5,AF,Stable,86.94286309337056,-63.093017546228495
2023-01-23,1042,107.66479813340051,1,50,94.5,AS,Dégradé,-73.87982761421415,-171.16682648959255
2023-01-24,1042,119.19761096481224,1,0,93.3,AF,Stable,-47.592198321317305,146.42305911812122
2023-01-09,1042,100.26304534275778,2,200,96.4,NA,Dégradé,-16.224632576657513,11.74185885241971
2023-01-03,1042,151.21927328399005,2,200,96.7,AF,Stable,84.17018660659846,71.05446164545597
2023-01-19,1042,130.42169525125666,4,0,64.9,AS,Stable,-39.3711103405636,163.12819796116958
2023-01-20,1042,132.18255329623287,1,0,,EU,Stable,67.90137653827836,-108.95807128850107
2023-01-05,1042,82.00383513165085,3,50,82.2,SA,Stable,-16.924090466887478,47.29650788858635
2023-01-10,1042,155.01872152151338,0,200,56.2,AF,Hors-Ligne,82.56581089131788,-117.60179841307553
2023-01-17,1042,35.39493533277927,1,0,60.6,OC,Stable,-83.46795959335333,-86.72579180422723
2023-01-15,1042,,1,0,88.6,SA,Stable,-46.44741322362075,14.749027106199378
2023-01-23,1042,148.02935213012313,1,50,82.5,AS,Stable,-82.9793600486112,-99.76325724023988
2023-01-25,1042,107.02796438166115,1,0,82.5,EU,Stable,45.30129912838834,-10.500528362418095
2023-01-08,1895,158.1873065174227,0,0,,OC,Stable,27.348835667919488,-174.23659909674413
2023-01-15,1895,118.10707341136961,2,0,83.4,AS,Stable,-48.23220049042795,53.99748840986123
2023-01-21,1895,121.87295109982328,1,0,71.5,SA,Stable,-80.0837820631715,95.695016580247
2023-01-30,1895,,3,200,64.0,OC,Stable,52.60250847138445,-96.11970242352066
2023-01-14,1895,215.59724735433164,0,0,66.9,AS,Stable,46.79043379651483,-169.84432256578506
2023-01-20,1895,160.33301724249014,1,0,63.9,OC,Stable,75.48330223419842,-155.72129211856122
2023-01-28,1895,141.03393602138755,1,0,51.7,NA,Dégradé,-59.905943815656414,47.38891409470014
2023-01-07,1895,92.61586540196416,1,0,63.1,OC,Stable,13.316514760366701,179.91435115526076
2023-01-21,1895,124.30769476438476,2,50,91.8,NA,Stable,75.27399295672652,66.91372206537656
2023-01-23,1895,95.6062771846084,0,0,86.4,AF,Stable,-53.00143516595339,-176.65669365335248
2023-01-12,1895,144.6633254184844,0,50,81.1,OC,Stable,19.319889536844286,157.60759619094762
2023-01-17,1895,124.2140092720457,2,200,95.1,OC,Stable,19.2787559479452,128.80514037574255
2023-01-17,1895,86.26434961158314,1,0,,OC,Stable,-82.47513570269238,8.178047859292235
2023-01-10,1895,122.43373750255509,0,500,78.9,NA,Stable,50.8052370645602,111.75128439714251
2023-01-30,1895,94.51747590851083,1,0,51.6,AS,Dégradé,52.11153780532484,-74.11081004000992
2023-01-29,1895,124.53648664012641,1,50,94.6,SA,Stable,-55.49527352943395,-136.04430273079777
2023-01-19,1895,94.2276805090423,1,0,72.4,OC,Dégradé,-82.34596539721474,-123.57131619354345
2023-01-14,1895,120.82462900082439,0,0,58.9,AF,Stable,39.60475288323528,-95.00043642119172
2023-01-11,1895,142.51409585805285,1,50,62.0,SA,Stable,-65.73365954943928,-82.16792786940552
2023-01-02,1895,,1,0,92.4,SA,Dégradé,34.10200022811094,-28.220976763396664
2023-01-18,1895,108.27335198482834,2,0,55.4,OC,Stable,-62.946388884973906,68.34008982151201
2023-01-07,1895,126.09828663172388,2,0,96.3,,Stable,64.85953100455623,-132.54498274092018
2023-01-12,1895,140.9154786237856,1,0,68.7,EU,Dégradé,20.066885631023055,-108.36726686870871
2023-01-26,1895,86.78450190354718,1,0,62.6,EU,Stable,13.81898270385966,-138.9979522400473
2023-01-02,1895,127.81968464115607,0,0,66.6,EU,Stable,6.178558652423689,-5.859263584830785
2023-01-27,1895,159.526224570522,1,50,70.4,OC,Stable,-82.57552808195746,76.92368871798851
2023-01-20,1895,137.20970889830147,0,0,,SA,Dégradé,60.98122470657398,-20.631908797673816
2023-01-18,1895,,2,0,79.3,,Stable,-8.428663777259999,87.89345970030712
2023-01-06,1895,139.19212520096684,2,50,72.4,AF,Dégradé,-23.388845832778316,24.431560433822142
2023-01-24,1895,133.57489368308046,1,50,72.3,OC,Stable,23.5814818866955,-66.11135921779956
